VarInfo	ResiduumInfo	Residuum	Value	AbsTol
RYieldWq3w7	Residuum equation #6299(Solvar: RYieldWq3w7)	4.96069e-24	-4.96069e-24	1e-06
RYieldALq0w8	Residuum equation #6300(Solvar: RYieldALq0w8)	-5.20417e-18	0.0052954	1e-06
RYieldALq1w8	Residuum equation #6301(Solvar: RYieldALq1w8)	9.71445e-17	0.0942599	1e-06
RYieldALq2w8	Residuum equation #6302(Solvar: RYieldALq2w8)	-5.55112e-17	0.176192	1e-06
RYieldALq3w8	Residuum equation #6303(Solvar: RYieldALq3w8)	-1.94289e-16	0.204153	1e-06
RYieldNq0w8	Residuum equation #6304(Solvar: RYieldNq0w8)	4.16334e-17	0.108647	1e-06
RYieldNq1w8	Residuum equation #6305(Solvar: RYieldNq1w8)	-2.22045e-16	0.308842	1e-06
RYieldNq2w8	Residuum equation #6306(Solvar: RYieldNq2w8)	-3.33067e-16	0.380321	1e-06
RYieldNq3w8	Residuum equation #6307(Solvar: RYieldNq3w8)	-1.66533e-16	0.365232	1e-06
RYieldWq0w8	Residuum equation #6308(Solvar: RYieldWq0w8)	0	0	1e-06
RYieldWq1w8	Residuum equation #6309(Solvar: RYieldWq1w8)	9.30216e-26	4.80058e-25	1e-06
RYieldWq2w8	Residuum equation #6310(Solvar: RYieldWq2w8)	7.57618e-25	3.90985e-24	1e-06
RYieldWq3w8	Residuum equation #6311(Solvar: RYieldWq3w8)	2.18659e-24	1.12844e-23	1e-06
RYieldALq0w9	Residuum equation #6312(Solvar: RYieldALq0w9)	6.07153e-18	0.00450516	1e-06
RYieldALq1w9	Residuum equation #6313(Solvar: RYieldALq1w9)	9.71445e-17	0.0818661	1e-06
RYieldALq2w9	Residuum equation #6314(Solvar: RYieldALq2w9)	3.05311e-16	0.164955	1e-06
RYieldALq3w9	Residuum equation #6315(Solvar: RYieldALq3w9)	-5.55112e-17	0.199054	1e-06
RYieldNq0w9	Residuum equation #6316(Solvar: RYieldNq0w9)	0	0.0927005	1e-06
RYieldNq1w9	Residuum equation #6317(Solvar: RYieldNq1w9)	-5.55112e-17	0.284544	1e-06
RYieldNq2w9	Residuum equation #6318(Solvar: RYieldNq2w9)	1.11022e-16	0.37702	1e-06
RYieldNq3w9	Residuum equation #6319(Solvar: RYieldNq3w9)	6.10623e-16	0.367717	1e-06
RYieldWq0w9	Residuum equation #6320(Solvar: RYieldWq0w9)	0	0	1e-06
RYieldWq1w9	Residuum equation #6321(Solvar: RYieldWq1w9)	1.14157e-25	-1.14157e-25	1e-06
RYieldWq2w9	Residuum equation #6322(Solvar: RYieldWq2w9)	8.91896e-25	-8.91896e-25	1e-06
RYieldWq3w9	Residuum equation #6323(Solvar: RYieldWq3w9)	2.7437e-24	-2.7437e-24	1e-06
RYieldALq0w10	Residuum equation #6324(Solvar: RYieldALq0w10)	1.73472e-18	0.00332354	1e-06
RYieldALq1w10	Residuum equation #6325(Solvar: RYieldALq1w10)	-1.11022e-16	0.129497	1e-06
RYieldALq2w10	Residuum equation #6326(Solvar: RYieldALq2w10)	-5.55112e-17	0.199265	1e-06
RYieldALq3w10	Residuum equation #6327(Solvar: RYieldALq3w10)	8.32667e-17	0.202433	1e-06
RYieldNq0w10	Residuum equation #6328(Solvar: RYieldNq0w10)	6.93889e-17	0.0721064	1e-06
RYieldNq1w10	Residuum equation #6329(Solvar: RYieldNq1w10)	1.66533e-16	0.36078	1e-06
RYieldNq2w10	Residuum equation #6330(Solvar: RYieldNq2w10)	1.66533e-16	0.355945	1e-06
RYieldNq3w10	Residuum equation #6331(Solvar: RYieldNq3w10)	-2.22045e-16	0.324291	1e-06
RYieldWq0w10	Residuum equation #6332(Solvar: RYieldWq0w10)	0	0	1e-06
RYieldWq1w10	Residuum equation #6333(Solvar: RYieldWq1w10)	1.627e-25	-1.80977e-26	1e-06
RYieldWq2w10	Residuum equation #6334(Solvar: RYieldWq2w10)	1.39342e-24	-1.54995e-25	1e-06
RYieldWq3w10	Residuum equation #6335(Solvar: RYieldWq3w10)	3.13944e-24	-3.49211e-25	1e-06
RYieldALq0w11	Residuum equation #6336(Solvar: RYieldALq0w11)	1.73472e-18	0.00273632	1e-06
RYieldALq1w11	Residuum equation #6337(Solvar: RYieldALq1w11)	1.11022e-16	0.1349	1e-06
RYieldALq2w11	Residuum equation #6338(Solvar: RYieldALq2w11)	1.94289e-16	0.199183	1e-06
RYieldALq3w11	Residuum equation #6339(Solvar: RYieldALq3w11)	2.77556e-17	0.199311	1e-06
RYieldNq0w11	Residuum equation #6340(Solvar: RYieldNq0w11)	3.46945e-17	0.0608205	1e-06
RYieldNq1w11	Residuum equation #6341(Solvar: RYieldNq1w11)	5.55112e-17	0.35953	1e-06
RYieldNq2w11	Residuum equation #6342(Solvar: RYieldNq2w11)	-1.66533e-16	0.347747	1e-06
RYieldNq3w11	Residuum equation #6343(Solvar: RYieldNq3w11)	-2.22045e-16	0.313086	1e-06
RYieldWq0w11	Residuum equation #6344(Solvar: RYieldWq0w11)	0	0	1e-06
RYieldWq1w11	Residuum equation #6345(Solvar: RYieldWq1w11)	5.69018e-26	4.30499e-26	1e-06
RYieldWq2w11	Residuum equation #6346(Solvar: RYieldWq2w11)	4.31311e-25	3.26315e-25	1e-06
RYieldWq3w11	Residuum equation #6347(Solvar: RYieldWq3w11)	-1.32349e-22	1.38506e-07	1e-06
RYieldALq0w12	Residuum equation #6348(Solvar: RYieldALq0w12)	9.97466e-18	0.00337753	1e-06
RYieldALq1w12	Residuum equation #6349(Solvar: RYieldALq1w12)	1.38778e-17	0.0418332	1e-06
RYieldALq2w12	Residuum equation #6350(Solvar: RYieldALq2w12)	8.74301e-16	0.118629	1e-06
RYieldALq3w12	Residuum equation #6351(Solvar: RYieldALq3w12)	-1.38778e-16	0.174576	1e-06
RYieldNq0w12	Residuum equation #6352(Solvar: RYieldNq0w12)	3.33067e-16	0.0672587	1e-06
RYieldNq1w12	Residuum equation #6353(Solvar: RYieldNq1w12)	0	0.208112	1e-06
RYieldNq2w12	Residuum equation #6354(Solvar: RYieldNq2w12)	3.10862e-15	0.355452	1e-06
RYieldNq3w12	Residuum equation #6355(Solvar: RYieldNq3w12)	7.77156e-16	0.383975	1e-06
RYieldWq0w12	Residuum equation #6356(Solvar: RYieldWq0w12)	0	0	1e-06
RYieldWq1w12	Residuum equation #6357(Solvar: RYieldWq1w12)	4.3466e-27	1.20876e-27	1e-06
RYieldWq2w12	Residuum equation #6358(Solvar: RYieldWq2w12)	1.39584e-26	3.88172e-27	1e-06
RYieldWq3w12	Residuum equation #6359(Solvar: RYieldWq3w12)	8.41119e-26	2.33719e-26	1e-06
RYieldALq0w13	Residuum equation #6360(Solvar: RYieldALq0w13)	0	0.00414495	1e-06
RYieldALq1w13	Residuum equation #6361(Solvar: RYieldALq1w13)	-3.46945e-17	0.0368476	1e-06
RYieldALq2w13	Residuum equation #6362(Solvar: RYieldALq2w13)	0	0.104209	1e-06
RYieldALq3w13	Residuum equation #6363(Solvar: RYieldALq3w13)	2.498e-16	0.158967	1e-06
RYieldNq0w13	Residuum equation #6364(Solvar: RYieldNq0w13)	4.44089e-16	0.0795461	1e-06
RYieldNq1w13	Residuum equation #6365(Solvar: RYieldNq1w13)	-2.498e-16	0.201655	1e-06
RYieldNq2w13	Residuum equation #6366(Solvar: RYieldNq2w13)	-5.55112e-17	0.327414	1e-06
RYieldNq3w13	Residuum equation #6367(Solvar: RYieldNq3w13)	-1.11022e-16	0.386076	1e-06
RYieldWq0w13	Residuum equation #6368(Solvar: RYieldWq0w13)	0	0	1e-06
RYieldWq1w13	Residuum equation #6369(Solvar: RYieldWq1w13)	9.1334e-28	2.08255e-27	1e-06
RYieldWq2w13	Residuum equation #6370(Solvar: RYieldWq2w13)	3.02188e-27	6.89033e-27	1e-06
RYieldWq3w13	Residuum equation #6371(Solvar: RYieldWq3w13)	1.40211e-26	3.19682e-26	1e-06
RYieldALq0w14	Residuum equation #6372(Solvar: RYieldALq0w14)	-3.46945e-18	0.00448666	1e-06
RYieldALq1w14	Residuum equation #6373(Solvar: RYieldALq1w14)	-4.16334e-17	0.0521359	1e-06
RYieldALq2w14	Residuum equation #6374(Solvar: RYieldALq2w14)	-5.55112e-17	0.127517	1e-06
RYieldALq3w14	Residuum equation #6375(Solvar: RYieldALq3w14)	8.32667e-17	0.179828	1e-06
RYieldNq0w14	Residuum equation #6376(Solvar: RYieldNq0w14)	-5.55112e-17	0.0887315	1e-06
RYieldNq1w14	Residuum equation #6377(Solvar: RYieldNq1w14)	-1.66533e-16	0.228275	1e-06
RYieldNq2w14	Residuum equation #6378(Solvar: RYieldNq2w14)	-3.33067e-16	0.372186	1e-06
RYieldNq3w14	Residuum equation #6379(Solvar: RYieldNq3w14)	3.33067e-16	0.386273	1e-06
RYieldWq0w14	Residuum equation #6380(Solvar: RYieldWq0w14)	0	0	1e-06
RYieldWq1w14	Residuum equation #6381(Solvar: RYieldWq1w14)	1.68326e-27	9.16319e-28	1e-06
RYieldWq2w14	Residuum equation #6382(Solvar: RYieldWq2w14)	4.5073e-27	2.45365e-27	1e-06
RYieldWq3w14	Residuum equation #6383(Solvar: RYieldWq3w14)	2.72668e-26	1.48431e-26	1e-06
RYieldALq0w15	Residuum equation #6384(Solvar: RYieldALq0w15)	-8.67362e-18	0.00522114	1e-06
RYieldALq1w15	Residuum equation #6385(Solvar: RYieldALq1w15)	5.55112e-17	0.0771493	1e-06
RYieldALq2w15	Residuum equation #6386(Solvar: RYieldALq2w15)	5.55112e-17	0.154453	1e-06
RYieldALq3w15	Residuum equation #6387(Solvar: RYieldALq3w15)	-8.32667e-17	0.193936	1e-06
RYieldNq0w15	Residuum equation #6388(Solvar: RYieldNq0w15)	-9.71445e-17	0.105343	1e-06
RYieldNq1w15	Residuum equation #6389(Solvar: RYieldNq1w15)	-1.66533e-16	0.275603	1e-06
RYieldNq2w15	Residuum equation #6390(Solvar: RYieldNq2w15)	2.22045e-16	0.377028	1e-06
RYieldNq3w15	Residuum equation #6391(Solvar: RYieldNq3w15)	2.22045e-16	0.375759	1e-06
RYieldWq0w15	Residuum equation #6392(Solvar: RYieldWq0w15)	0	0	1e-06
RYieldWq1w15	Residuum equation #6393(Solvar: RYieldWq1w15)	1.94873e-25	-1.41243e-25	1e-06
RYieldWq2w15	Residuum equation #6394(Solvar: RYieldWq2w15)	1.24886e-24	-9.05164e-25	1e-06
RYieldWq3w15	Residuum equation #6395(Solvar: RYieldWq3w15)	3.98461e-24	-2.88802e-24	1e-06
RYieldALq0w16	Residuum equation #6396(Solvar: RYieldALq0w16)	-8.67362e-19	0.00458801	1e-06
RYieldALq1w16	Residuum equation #6397(Solvar: RYieldALq1w16)	6.93889e-18	0.0557339	1e-06
RYieldALq2w16	Residuum equation #6398(Solvar: RYieldALq2w16)	1.66533e-16	0.132167	1e-06
RYieldALq3w16	Residuum equation #6399(Solvar: RYieldALq3w16)	8.32667e-17	0.184924	1e-06
RYieldNq0w16	Residuum equation #6400(Solvar: RYieldNq0w16)	2.22045e-16	0.0905592	1e-06
RYieldNq1w16	Residuum equation #6401(Solvar: RYieldNq1w16)	2.22045e-16	0.235249	1e-06
RYieldNq2w16	Residuum equation #6402(Solvar: RYieldNq2w16)	-2.22045e-16	0.374891	1e-06
RYieldNq3w16	Residuum equation #6403(Solvar: RYieldNq3w16)	2.77556e-16	0.387269	1e-06
RYieldWq0w16	Residuum equation #6404(Solvar: RYieldWq0w16)	0	0	1e-06
RYieldWq1w16	Residuum equation #6405(Solvar: RYieldWq1w16)	6.91739e-27	-6.91739e-27	1e-06
RYieldWq2w16	Residuum equation #6406(Solvar: RYieldWq2w16)	2.34421e-26	-2.34421e-26	1e-06
RYieldWq3w16	Residuum equation #6407(Solvar: RYieldWq3w16)	1.15858e-25	-1.15858e-25	1e-06
RYieldALq0w17	Residuum equation #6408(Solvar: RYieldALq0w17)	4.33681e-18	0.00389474	1e-06
RYieldALq1w17	Residuum equation #6409(Solvar: RYieldALq1w17)	9.02056e-17	0.0621107	1e-06
RYieldALq2w17	Residuum equation #6410(Solvar: RYieldALq2w17)	8.32667e-17	0.144142	1e-06
RYieldALq3w17	Residuum equation #6411(Solvar: RYieldALq3w17)	0	0.190391	1e-06
RYieldNq0w17	Residuum equation #6412(Solvar: RYieldNq0w17)	-6.93889e-17	0.0785115	1e-06
RYieldNq1w17	Residuum equation #6413(Solvar: RYieldNq1w17)	2.22045e-16	0.246517	1e-06
RYieldNq2w17	Residuum equation #6414(Solvar: RYieldNq2w17)	2.77556e-16	0.374546	1e-06
RYieldNq3w17	Residuum equation #6415(Solvar: RYieldNq3w17)	1.11022e-16	0.37821	1e-06
RYieldWq0w17	Residuum equation #6416(Solvar: RYieldWq0w17)	0	0	1e-06
RYieldWq1w17	Residuum equation #6417(Solvar: RYieldWq1w17)	-8.28892e-27	8.28892e-27	1e-06
RYieldWq2w17	Residuum equation #6418(Solvar: RYieldWq2w17)	-4.95746e-26	4.95746e-26	1e-06
RYieldWq3w17	Residuum equation #6419(Solvar: RYieldWq3w17)	-1.86738e-25	1.86738e-25	1e-06
RYieldALq0w18	Residuum equation #6420(Solvar: RYieldALq0w18)	-1.73472e-18	0.00363697	1e-06
RYieldALq1w18	Residuum equation #6421(Solvar: RYieldALq1w18)	-1.52656e-16	0.101971	1e-06
RYieldALq2w18	Residuum equation #6422(Solvar: RYieldALq2w18)	-2.77556e-17	0.184621	1e-06
RYieldALq3w18	Residuum equation #6423(Solvar: RYieldALq3w18)	3.33067e-16	0.206082	1e-06
RYieldNq0w18	Residuum equation #6424(Solvar: RYieldNq0w18)	-1.11022e-16	0.0761327	1e-06
RYieldNq1w18	Residuum equation #6425(Solvar: RYieldNq1w18)	1.66533e-16	0.324352	1e-06
RYieldNq2w18	Residuum equation #6426(Solvar: RYieldNq2w18)	2.22045e-16	0.372657	1e-06
RYieldNq3w18	Residuum equation #6427(Solvar: RYieldNq3w18)	1.11022e-16	0.350422	1e-06
RYieldWq0w18	Residuum equation #6428(Solvar: RYieldWq0w18)	0	0	1e-06
RYieldWq1w18	Residuum equation #6429(Solvar: RYieldWq1w18)	-8.0864e-26	8.0864e-26	1e-06
RYieldWq2w18	Residuum equation #6430(Solvar: RYieldWq2w18)	-9.76176e-25	9.76176e-25	1e-06
RYieldWq3w18	Residuum equation #6431(Solvar: RYieldWq3w18)	-2.53157e-24	2.53157e-24	1e-06
RYieldALq0w19	Residuum equation #6432(Solvar: RYieldALq0w19)	1.73472e-18	0.00421426	1e-06
RYieldALq1w19	Residuum equation #6433(Solvar: RYieldALq1w19)	9.71445e-17	0.0798544	1e-06
RYieldALq2w19	Residuum equation #6434(Solvar: RYieldALq2w19)	1.66533e-16	0.163975	1e-06
RYieldALq3w19	Residuum equation #6435(Solvar: RYieldALq3w19)	-1.94289e-16	0.198506	1e-06
RYieldNq0w19	Residuum equation #6436(Solvar: RYieldNq0w19)	1.11022e-16	0.0872503	1e-06
RYieldNq1w19	Residuum equation #6437(Solvar: RYieldNq1w19)	-2.77556e-16	0.280538	1e-06
RYieldNq2w19	Residuum equation #6438(Solvar: RYieldNq2w19)	4.996e-16	0.375964	1e-06
RYieldNq3w19	Residuum equation #6439(Solvar: RYieldNq3w19)	0	0.366604	1e-06
RYieldWq0w19	Residuum equation #6440(Solvar: RYieldWq0w19)	0	0	1e-06
RYieldWq1w19	Residuum equation #6441(Solvar: RYieldWq1w19)	-2.44361e-27	3.33177e-27	1e-06
RYieldWq2w19	Residuum equation #6442(Solvar: RYieldWq2w19)	-1.93844e-26	2.64298e-26	1e-06
RYieldWq3w19	Residuum equation #6443(Solvar: RYieldWq3w19)	-6.03181e-26	8.22413e-26	1e-06
RYieldALq0w20	Residuum equation #6444(Solvar: RYieldALq0w20)	6.93889e-18	0.00485688	1e-06
RYieldALq1w20	Residuum equation #6445(Solvar: RYieldALq1w20)	8.32667e-17	0.0955405	1e-06
RYieldALq2w20	Residuum equation #6446(Solvar: RYieldALq2w20)	-1.11022e-16	0.178135	1e-06
RYieldALq3w20	Residuum equation #6447(Solvar: RYieldALq3w20)	-1.94289e-16	0.205977	1e-06
RYieldNq0w20	Residuum equation #6448(Solvar: RYieldNq0w20)	-5.55112e-17	0.101139	1e-06
RYieldNq1w20	Residuum equation #6449(Solvar: RYieldNq1w20)	4.996e-16	0.31152	1e-06
RYieldNq2w20	Residuum equation #6450(Solvar: RYieldNq2w20)	-4.996e-16	0.377881	1e-06
RYieldNq3w20	Residuum equation #6451(Solvar: RYieldNq3w20)	1.66533e-16	0.360632	1e-06
RYieldWq0w20	Residuum equation #6452(Solvar: RYieldWq0w20)	0	0	1e-06
RYieldWq1w20	Residuum equation #6453(Solvar: RYieldWq1w20)	2.65699e-25	-2.65699e-25	1e-06
RYieldWq2w20	Residuum equation #6454(Solvar: RYieldWq2w20)	2.37076e-24	-2.37076e-24	1e-06
RYieldWq3w20	Residuum equation #6455(Solvar: RYieldWq3w20)	6.61725e-24	-6.61725e-24	1e-06
RYieldALq0w21	Residuum equation #6456(Solvar: RYieldALq0w21)	2.60209e-18	0.0047857	1e-06
RYieldALq1w21	Residuum equation #6457(Solvar: RYieldALq1w21)	1.38778e-16	0.138865	1e-06
RYieldALq2w21	Residuum equation #6458(Solvar: RYieldALq2w21)	-2.77556e-17	0.20028	1e-06
RYieldALq3w21	Residuum equation #6459(Solvar: RYieldALq3w21)	-2.77556e-16	0.201074	1e-06
RYieldNq0w21	Residuum equation #6460(Solvar: RYieldNq0w21)	2.77556e-16	0.105187	1e-06
RYieldNq1w21	Residuum equation #6461(Solvar: RYieldNq1w21)	-5.55112e-17	0.361907	1e-06
RYieldNq2w21	Residuum equation #6462(Solvar: RYieldNq2w21)	-5.55112e-17	0.352589	1e-06
RYieldNq3w21	Residuum equation #6463(Solvar: RYieldNq3w21)	-3.88578e-16	0.321731	1e-06
RYieldWq0w21	Residuum equation #6464(Solvar: RYieldWq0w21)	0	0	1e-06
RYieldWq1w21	Residuum equation #6465(Solvar: RYieldWq1w21)	3.31917e-25	3.97696e-23	1e-06
RYieldWq2w21	Residuum equation #6466(Solvar: RYieldWq2w21)	2.03474e-24	2.43798e-22	1e-06
RYieldWq3w21	Residuum equation #6467(Solvar: RYieldWq3w21)	4.37291e-24	5.23952e-22	1e-06
RYieldALq0w22	Residuum equation #6468(Solvar: RYieldALq0w22)	3.46945e-18	0.00429942	1e-06
RYieldALq1w22	Residuum equation #6469(Solvar: RYieldALq1w22)	-1.38778e-16	0.165638	1e-06
RYieldALq2w22	Residuum equation #6470(Solvar: RYieldALq2w22)	5.55112e-17	0.194726	1e-06
RYieldALq3w22	Residuum equation #6471(Solvar: RYieldALq3w22)	0	0.186038	1e-06
RYieldNq0w22	Residuum equation #6472(Solvar: RYieldNq0w22)	2.77556e-17	0.100545	1e-06
RYieldNq1w22	Residuum equation #6473(Solvar: RYieldNq1w22)	3.88578e-16	0.36237	1e-06
RYieldNq2w22	Residuum equation #6474(Solvar: RYieldNq2w22)	-3.33067e-16	0.326281	1e-06
RYieldNq3w22	Residuum equation #6475(Solvar: RYieldNq3w22)	-1.11022e-16	0.289919	1e-06
RYieldWq0w22	Residuum equation #6476(Solvar: RYieldWq0w22)	0	0	1e-06
RYieldWq1w22	Residuum equation #6477(Solvar: RYieldWq1w22)	-6.38156e-23	1.56179e-22	1e-06
RYieldWq2w22	Residuum equation #6478(Solvar: RYieldWq2w22)	-3.08988e-22	7.562e-22	1e-06
RYieldWq3w22	Residuum equation #6479(Solvar: RYieldWq3w22)	0	8.747e-07	1e-06
RYieldALq0w23	Residuum equation #6480(Solvar: RYieldALq0w23)	-5.20417e-18	0.00519848	1e-06
RYieldALq1w23	Residuum equation #6481(Solvar: RYieldALq1w23)	4.16334e-17	0.0958163	1e-06
RYieldALq2w23	Residuum equation #6482(Solvar: RYieldALq2w23)	2.77556e-16	0.178043	1e-06
RYieldALq3w23	Residuum equation #6483(Solvar: RYieldALq3w23)	-2.77556e-17	0.204955	1e-06
RYieldNq0w23	Residuum equation #6484(Solvar: RYieldNq0w23)	-9.71445e-17	0.107495	1e-06
RYieldNq1w23	Residuum equation #6485(Solvar: RYieldNq1w23)	-1.66533e-16	0.311977	1e-06
RYieldNq2w23	Residuum equation #6486(Solvar: RYieldNq2w23)	7.21645e-16	0.379602	1e-06
RYieldNq3w23	Residuum equation #6487(Solvar: RYieldNq3w23)	2.22045e-16	0.362887	1e-06
RYieldWq0w23	Residuum equation #6488(Solvar: RYieldWq0w23)	0	0	1e-06
RYieldWq1w23	Residuum equation #6489(Solvar: RYieldWq1w23)	2.79789e-25	2.48442e-27	1e-06
RYieldWq2w23	Residuum equation #6490(Solvar: RYieldWq2w23)	2.34946e-24	2.08629e-26	1e-06
RYieldWq3w23	Residuum equation #6491(Solvar: RYieldWq3w23)	6.69514e-24	5.94513e-26	1e-06
RYieldALq0w24	Residuum equation #6492(Solvar: RYieldALq0w24)	8.67362e-19	0.00458433	1e-06
RYieldALq1w24	Residuum equation #6493(Solvar: RYieldALq1w24)	-5.55112e-17	0.0712906	1e-06
RYieldALq2w24	Residuum equation #6494(Solvar: RYieldALq2w24)	8.32667e-17	0.150505	1e-06
RYieldALq3w24	Residuum equation #6495(Solvar: RYieldALq3w24)	-2.77556e-16	0.192047	1e-06
RYieldNq0w24	Residuum equation #6496(Solvar: RYieldNq0w24)	5.55112e-17	0.0932727	1e-06
RYieldNq1w24	Residuum equation #6497(Solvar: RYieldNq1w24)	-2.77556e-16	0.264046	1e-06
RYieldNq2w24	Residuum equation #6498(Solvar: RYieldNq2w24)	5.55112e-17	0.374817	1e-06
RYieldNq3w24	Residuum equation #6499(Solvar: RYieldNq3w24)	6.10623e-16	0.374831	1e-06
RYieldWq0w24	Residuum equation #6500(Solvar: RYieldWq0w24)	0	0	1e-06
RYieldWq1w24	Residuum equation #6501(Solvar: RYieldWq1w24)	6.43439e-24	-6.43439e-24	1e-06
RYieldWq2w24	Residuum equation #6502(Solvar: RYieldWq2w24)	4.11975e-23	-4.11975e-23	1e-06
RYieldWq3w24	Residuum equation #6503(Solvar: RYieldWq3w24)	1.38088e-22	-1.38088e-22	1e-06
RYieldALq0w25	Residuum equation #6504(Solvar: RYieldALq0w25)	-1.73472e-18	0.00374518	1e-06
RYieldALq1w25	Residuum equation #6505(Solvar: RYieldALq1w25)	4.16334e-17	0.0632526	1e-06
RYieldALq2w25	Residuum equation #6506(Solvar: RYieldALq2w25)	2.498e-16	0.146112	1e-06
RYieldALq3w25	Residuum equation #6507(Solvar: RYieldALq3w25)	-3.05311e-16	0.190976	1e-06
RYieldNq0w25	Residuum equation #6508(Solvar: RYieldNq0w25)	1.11022e-16	0.0761338	1e-06
RYieldNq1w25	Residuum equation #6509(Solvar: RYieldNq1w25)	-2.22045e-16	0.248422	1e-06
RYieldNq2w25	Residuum equation #6510(Solvar: RYieldNq2w25)	-1.66533e-16	0.373814	1e-06
RYieldNq3w25	Residuum equation #6511(Solvar: RYieldNq3w25)	1.11022e-16	0.375714	1e-06
RYieldWq0w25	Residuum equation #6512(Solvar: RYieldWq0w25)	0	0	1e-06
RYieldWq1w25	Residuum equation #6513(Solvar: RYieldWq1w25)	7.63563e-26	-5.84118e-26	1e-06
RYieldWq2w25	Residuum equation #6514(Solvar: RYieldWq2w25)	4.89312e-25	-3.7432e-25	1e-06
RYieldWq3w25	Residuum equation #6515(Solvar: RYieldWq3w25)	1.78993e-24	-1.36929e-24	1e-06
RYieldALq0w26	Residuum equation #6516(Solvar: RYieldALq0w26)	-8.67362e-19	0.00307448	1e-06
RYieldALq1w26	Residuum equation #6517(Solvar: RYieldALq1w26)	6.93889e-18	0.0554763	1e-06
RYieldALq2w26	Residuum equation #6518(Solvar: RYieldALq2w26)	-1.38778e-16	0.138517	1e-06
RYieldALq3w26	Residuum equation #6519(Solvar: RYieldALq3w26)	4.16334e-16	0.186097	1e-06
RYieldNq0w26	Residuum equation #6520(Solvar: RYieldNq0w26)	1.66533e-16	0.0639655	1e-06
RYieldNq1w26	Residuum equation #6521(Solvar: RYieldNq1w26)	9.99201e-16	0.232305	1e-06
RYieldNq2w26	Residuum equation #6522(Solvar: RYieldNq2w26)	8.88178e-16	0.368591	1e-06
RYieldNq3w26	Residuum equation #6523(Solvar: RYieldNq3w26)	-5.55112e-17	0.373156	1e-06
RYieldWq0w26	Residuum equation #6524(Solvar: RYieldWq0w26)	0	0	1e-06
RYieldWq1w26	Residuum equation #6525(Solvar: RYieldWq1w26)	-2.00692e-27	2.00692e-27	1e-06
RYieldWq2w26	Residuum equation #6526(Solvar: RYieldWq2w26)	-1.22186e-26	1.22186e-26	1e-06
RYieldWq3w26	Residuum equation #6527(Solvar: RYieldWq3w26)	-4.89295e-26	4.89295e-26	1e-06
RYieldALq0w27	Residuum equation #6528(Solvar: RYieldALq0w27)	4.33681e-17	0.00328153	1e-06
RYieldALq1w27	Residuum equation #6529(Solvar: RYieldALq1w27)	-1.31839e-16	0.0383415	1e-06
RYieldALq2w27	Residuum equation #6530(Solvar: RYieldALq2w27)	6.93889e-16	0.111723	1e-06
RYieldALq3w27	Residuum equation #6531(Solvar: RYieldALq3w27)	1.58207e-15	0.167263	1e-06
RYieldNq0w27	Residuum equation #6532(Solvar: RYieldNq0w27)	2.22045e-16	0.0660087	1e-06
RYieldNq1w27	Residuum equation #6533(Solvar: RYieldNq1w27)	-1.05471e-15	0.200673	1e-06
RYieldNq2w27	Residuum equation #6534(Solvar: RYieldNq2w27)	-4.32987e-15	0.342466	1e-06
RYieldNq3w27	Residuum equation #6535(Solvar: RYieldNq3w27)	3.10862e-15	0.380703	1e-06
RYieldWq0w27	Residuum equation #6536(Solvar: RYieldWq0w27)	0	0	1e-06
RYieldWq1w27	Residuum equation #6537(Solvar: RYieldWq1w27)	-3.50676e-27	3.50676e-27	1e-06
RYieldWq2w27	Residuum equation #6538(Solvar: RYieldWq2w27)	-1.17073e-26	1.17073e-26	1e-06
RYieldWq3w27	Residuum equation #6539(Solvar: RYieldWq3w27)	-6.64279e-26	6.64279e-26	1e-06
RYieldALq0w28	Residuum equation #6540(Solvar: RYieldALq0w28)	1.12757e-17	0.0041619	1e-06
RYieldALq1w28	Residuum equation #6541(Solvar: RYieldALq1w28)	-6.93889e-18	0.0363037	1e-06
RYieldALq2w28	Residuum equation #6542(Solvar: RYieldALq2w28)	6.93889e-17	0.10355	1e-06
RYieldALq3w28	Residuum equation #6543(Solvar: RYieldALq3w28)	-8.32667e-17	0.1586	1e-06
RYieldNq0w28	Residuum equation #6544(Solvar: RYieldNq0w28)	2.77556e-17	0.0794559	1e-06
RYieldNq1w28	Residuum equation #6545(Solvar: RYieldNq1w28)	-1.11022e-16	0.201127	1e-06
RYieldNq2w28	Residuum equation #6546(Solvar: RYieldNq2w28)	1.11022e-16	0.326168	1e-06
RYieldNq3w28	Residuum equation #6547(Solvar: RYieldNq3w28)	6.66134e-16	0.386907	1e-06
RYieldWq0w28	Residuum equation #6548(Solvar: RYieldWq0w28)	0	0	1e-06
RYieldWq1w28	Residuum equation #6549(Solvar: RYieldWq1w28)	-1.37537e-27	1.37537e-27	1e-06
RYieldWq2w28	Residuum equation #6550(Solvar: RYieldWq2w28)	-4.615e-27	4.615e-27	1e-06
RYieldWq3w28	Residuum equation #6551(Solvar: RYieldWq3w28)	-2.10359e-26	2.10359e-26	1e-06
RYieldALq0w29	Residuum equation #6552(Solvar: RYieldALq0w29)	8.67362e-19	0.00449112	1e-06
RYieldALq1w29	Residuum equation #6553(Solvar: RYieldALq1w29)	-6.93889e-18	0.0517105	1e-06
RYieldALq2w29	Residuum equation #6554(Solvar: RYieldALq2w29)	0	0.126937	1e-06
